# Data file for cluster-median problem
# Generated from: ./datasets/2d-3c-no123.arff
# Sampled: 10.0% of original data (seed=42)

param m := 71;
param k := 3;

param d:
                1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26          27          28          29          30          31          32          33          34          35          36          37          38          39          40          41          42          43          44          45          46          47          48          49          50          51          52          53          54          55          56          57          58          59          60          61          62          63          64          65          66          67          68          69          70          71 :=
 38     1.636638    2.916389    1.197619    2.303863    2.268094    1.452194    1.888715    2.084773    1.085041    2.663280    1.702433    2.629442    1.664961    1.076718    1.332713    1.014473    1.998505    2.728815    2.795879    1.576307    2.423250    1.038128    1.980122    1.973733    2.384931    1.502210    2.565531    1.483705    2.414572    1.361815    0.509994    0.133719    0.699586    0.384722    0.812868    0.524312    0.518180    0.000000    0.505946    0.726203    0.590529    0.536861    0.715223    0.165840    0.554539    0.102433    0.739612    0.176798    0.700400    0.771864    0.705379    0.625584    0.579501    0.542157    0.856012    0.295666    0.531357    0.299405    0.193907    1.010953    0.021781    2.047573    1.068024    1.317982    1.425243    0.910112    1.479957    0.986342    1.136867    1.648558    1.268693
 39     1.469111    3.112124    1.166942    2.562401    2.457566    1.310021    2.108754    2.180526    1.283736    2.726651    1.683589    2.852853    1.780060    0.883854    1.421500    0.954782    1.956919    2.866106    2.959025    1.343252    2.606730    0.690198    2.066744    2.207113    2.580746    1.468870    2.746541    1.604861    2.454201    1.189221    0.179309    0.426810    1.174149    0.873946    1.223720    0.984245    0.985556    0.505946    0.000000    1.095623    1.062330    0.773960    1.172159    0.411563    0.494787    0.489159    1.128727    0.378811    1.099070    1.104755    1.143244    1.054940    0.335169    0.303330    1.293016    0.269361    0.948860    0.246175    0.533198    1.436815    0.485872    1.663384    0.782951    0.911346    1.120283    0.410190    1.292129    0.503064    0.633143    1.345448    0.775127
 40     2.359480    3.404733    1.899425    2.739776    2.784903    2.173221    2.391990    2.689987    1.674009    3.276276    2.384662    3.095271    2.273564    1.802854    1.976482    1.729390    2.683577    3.280739    3.321536    2.302367    2.940212    1.738056    2.595479    2.457314    2.890535    2.195437    3.080113    2.097911    3.048833    2.086728    1.180472    0.708771    0.356318    0.454530    0.163321    0.302539    0.328100    0.726203    1.095623    0.000000    0.331071    0.363610    0.279489    0.890642    1.280742    0.664692    0.058158    0.895314    0.079484    0.095327    0.203560    0.180532    1.285583    1.245543    0.272572    0.827778    0.212140    0.985179    0.583872    0.368272    0.744549    2.158588    1.194518    1.561719    1.486376    1.410553    1.355397    1.430802    1.630854    1.667373    1.851356
 41     2.154791    3.079372    1.665601    2.411056    2.465071    1.965145    2.071814    2.391782    1.382410    2.977730    2.127161    2.768215    1.979863    1.629237    1.701132    1.515598    2.425659    2.965619    3.001451    2.125260    2.619846    1.626205    2.301480    2.134041    2.568619    1.949016    2.758942    1.808218    2.759533    1.893013    1.097560    0.636043    0.111825    0.212385    0.296885    0.085812    0.077206    0.590529    1.062330    0.331071    0.000000    0.526633    0.133966    0.749719    1.114308    0.575219    0.295284    0.766074    0.255077    0.424919    0.163922    0.151151    1.168212    1.131752    0.288830    0.801185    0.193393    0.887516    0.534561    0.445736    0.612178    2.362692    1.368680    1.705349    1.694302    1.435614    1.616976    1.483984    1.664412    1.893575    1.837414
 42     2.143427    3.413704    1.728909    2.776835    2.773258    1.964306    2.386602    2.615224    1.606009    3.196202    2.237798    3.116812    2.194916    1.565489    1.867934    1.538435    2.532882    3.247196    3.306116    2.058248    2.929163    1.448642    2.512344    2.464455    2.886568    2.035486    3.071170    2.014194    2.950189    1.863516    0.888464    0.459212    0.612978    0.490667    0.521418    0.447161    0.468230    0.536861    0.773960    0.363610    0.526633    0.000000    0.563772    0.676642    1.057087    0.442758    0.413317    0.668808    0.401830    0.342998    0.500712    0.420627    1.015760    0.974754    0.621004    0.520061    0.334841    0.718897    0.346274    0.731705    0.547471    1.839332    0.852718    1.208197    1.169111    1.055637    1.099962    1.069631    1.272292    1.366943    1.505243
 43     2.288740    3.175650    1.798601    2.501259    2.568862    2.099073    2.175764    2.510104    1.505099    3.095392    2.257131    2.861791    2.100598    1.762258    1.828020    1.649508    2.555347    3.073240    3.104482    2.258701    2.722915    1.753032    2.421695    2.234280    2.670005    2.080647    2.861000    1.930713    2.881119    2.026901    1.217852    0.749181    0.081993    0.344483    0.187006    0.191419    0.197710    0.715223    1.172159    0.279489    0.133966    0.563772    0.000000    0.877008    1.246149    0.690712    0.227842    0.891763    0.201237    0.373263    0.075966    0.143190    1.294515    1.257375    0.155634    0.906490    0.241557    1.008985    0.639469    0.311879    0.736634    2.400481    1.416426    1.766730    1.728739    1.533509    1.622923    1.574293    1.761064    1.919673    1.946584
 44     1.476978    2.839915    1.052714    2.247824    2.187342    1.294172    1.816456    1.975357    0.996926    2.547983    1.564497    2.561596    1.558008    0.912443    1.215300    0.862317    1.858056    2.633611    2.708644    1.411804    2.341181    0.876491    1.867728    1.906764    2.306763    1.360058    2.483186    1.376769    2.292717    1.200434    0.369674    0.221050    0.856806    0.539847    0.978618    0.687025    0.679371    0.165840    0.411563    0.890642    0.749719    0.676642    0.877008    0.000000    0.391129    0.236589    0.905149    0.033547    0.866140    0.933245    0.869910    0.791019    0.418717    0.383097    1.020055    0.291730    0.697192    0.170105    0.331878    1.175605    0.146356    2.033755    1.082777    1.289416    1.439039    0.821261    1.533766    0.912865    1.040924    1.665313    1.141170
 45     1.087732    2.619085    0.696411    2.083317    1.965015    0.907249    1.622705    1.688355    0.804417    2.241398    1.216412    2.364107    1.285498    0.522349    0.927349    0.491496    1.501771    2.371694    2.464297    1.022002    2.113312    0.551304    1.575340    1.723506    2.088623    1.004871    2.252738    1.110075    1.973574    0.809851    0.323516    0.598398    1.215155    0.902002    1.362074    1.060779    1.049610    0.554539    0.494787    1.280742    1.114308    1.057087    1.246149    0.391129    0.000000    0.625546    1.293218    0.391425    1.253235    1.324369    1.247473    1.172864    0.200818    0.209393    1.394965    0.583949    1.083436    0.356479    0.718435    1.552181    0.536413    2.131925    1.277413    1.382252    1.613958    0.807010    1.780296    0.928565    0.978843    1.838329    0.964942
 46     1.712786    3.018683    1.286554    2.404732    2.370513    1.530521    1.990931    2.185389    1.187254    2.763029    1.795128    2.731309    1.765800    1.144211    1.431594    1.098456    2.090126    2.830941    2.898289    1.642485    2.525679    1.077614    2.080243    2.075648    2.487302    1.592803    2.667960    1.584472    2.512862    1.435397    0.529056    0.063742    0.686821    0.385449    0.767008    0.500124    0.499137    0.102433    0.489159    0.664692    0.575219    0.442758    0.690712    0.236589    0.625546    0.000000    0.684775    0.234353    0.648435    0.700958    0.670374    0.585479    0.621930    0.582347    0.821890    0.242266    0.484147    0.324131    0.096485    0.972875    0.107338    1.969077    0.981908    1.248246    1.337987    0.878399    1.381795    0.943687    1.107383    1.559770    1.263298
 47     2.366786    3.374333    1.899659    2.706289    2.758082    2.179582    2.364913    2.672693    1.658322    3.259034    2.379599    3.063455    2.257669    1.815553    1.966114    1.733798    2.678622    3.256483    3.294626    2.315203    2.913101    1.761561    2.579644    2.428347    2.862483    2.193027    3.052537    2.083243    3.034775    2.095963    1.206642    0.732280    0.307149    0.441728    0.108451    0.280596    0.304553    0.739612    1.128727    0.058158    0.295284    0.413317    0.227842    0.905149    1.293218    0.684775    0.000000    0.911878    0.044161    0.146238    0.152870    0.150981    1.306705    1.267075    0.215174    0.859794    0.211396    1.007761    0.608698    0.319860    0.758798    2.216276    1.250291    1.615895    1.543994    1.452668    1.413246    1.476258    1.674520    1.725454    1.889561
 48     1.479039    2.865825    1.063317    2.276514    2.212798    1.297572    1.843301    1.995649    1.022176    2.566706    1.577213    2.588766    1.579095    0.910071    1.234354    0.869840    1.869683    2.656503    2.732906    1.408710    2.366381    0.861380    1.887411    1.934266    2.332566    1.371396    2.508299    1.398021    2.309891    1.201215    0.343787    0.209983    0.874245    0.557866    0.988051    0.701016    0.694479    0.176798    0.378811    0.895314    0.766074    0.668808    0.891763    0.033547    0.391425    0.234353    0.911878    0.000000    0.873659    0.934771    0.882029    0.801596    0.402778    0.365748    1.032766    0.262816    0.705650    0.139671    0.327147    1.187513    0.155773    2.000858    1.052016    1.256152    1.407932    0.788747    1.506601    0.879661    1.009079    1.634327    1.113516
 49     2.325068    3.332879    1.856512    2.665878    2.715630    2.137649    2.322509    2.628749    1.614251    3.215094    2.335750    3.022454    2.213622    1.775485    1.921971    1.691471    2.634776    3.213491    3.252210    2.275096    2.870724    1.725920    2.535599    2.386440    2.820344    2.149476    3.010280    2.039135    2.990653    2.054791    1.172672    0.697518    0.277009    0.397596    0.125882    0.236694    0.260883    0.700400    1.099070    0.079484    0.255077    0.401830    0.201237    0.866140    1.253235    0.648435    0.044161    0.873659    0.000000    0.174734    0.125336    0.107833    1.270134    1.230719    0.219198    0.829780    0.170011    0.972118    0.574962    0.341130    0.719870    2.219693    1.247197    1.608899    1.547236    1.429925    1.426666    1.456862    1.653139    1.732282    1.863188
 50     2.408499    3.493546    1.958430    2.830655    2.871217    2.223760    2.478605    2.768023    1.751161    3.354063    2.449672    3.185066    2.350437    1.844813    2.047858    1.783222    2.748254    3.364888    3.407811    2.343398    3.026713    1.762765    2.672121    2.545296    2.977754    2.257406    3.166939    2.173677    3.123485    2.133323    1.202284    0.738837    0.451118    0.533578    0.234282    0.390372    0.416500    0.771864    1.104755    0.095327    0.424919    0.342998    0.373263    0.933245    1.324369    0.700958    0.146238    0.934771    0.174734    0.000000    0.297598    0.273824    1.315652    1.275086    0.346868    0.841032    0.287639    1.014316    0.613573    0.414182    0.788797    2.090896    1.140159    1.513631    1.419882    1.398621    1.274129    1.410430    1.614527    1.594927    1.847296
 51     2.302873    3.235945    1.820419    2.564182    2.625084    2.113880    2.231829    2.555653    1.546194    3.141564    2.287306    2.923310    2.143771    1.767025    1.863660    1.665021    2.586032    3.127148    3.161206    2.265255    2.779575    1.742556    2.465399    2.292424    2.727603    2.106943    2.918250    1.971995    2.923374    2.037574    1.199425    0.725929    0.154305    0.354580    0.132986    0.188023    0.203653    0.705379    1.143244    0.203560    0.163922    0.500712    0.075966    0.869910    1.247473    0.670374    0.152870    0.882029    0.125336    0.297598    0.000000    0.089500    1.284102    1.245998    0.151540    0.875151    0.196361    0.992853    0.610449    0.305702    0.726256    2.332948    1.352857    1.707618    1.660774    1.494178    1.549263    1.529915    1.720435    1.849516    1.915289
 52     2.236395    3.225598    1.761153    2.559549    2.607838    2.048116    2.214730    2.522255    1.508489    3.108578    2.235755    2.915544    2.107656    1.693985    1.818696    1.600392    2.534750    3.105686    3.144425    2.193042    2.762951    1.660499    2.429615    2.278876    2.712659    2.051617    2.902546    1.933687    2.885328    1.968587    1.114315    0.639735    0.199500    0.296018    0.189711    0.130692    0.153847    0.625584    1.054940    0.180532    0.151151    0.420627    0.143190    0.791019    1.172864    0.585479    0.150981    0.801596    0.107833    0.273824    0.089500    0.000000    1.202506    1.163970    0.238169    0.786506    0.106926    0.908979    0.522679    0.387461    0.646056    2.258145    1.273243    1.624186    1.586695    1.404680    1.488343    1.440772    1.630974    1.779220    1.826362
 53     1.150110    2.803279    0.832619    2.279066    2.150676    0.983727    1.815440    1.854028    1.002082    2.394336    1.348481    2.554026    1.460291    0.563081    1.100910    0.620202    1.622250    2.544144    2.642333    1.045052    2.297080    0.458632    1.739395    1.917553    2.274860    1.133721    2.435388    1.288790    2.120459    0.868409    0.156534    0.577442    1.275523    0.958552    1.387285    1.103788    1.097142    0.579501    0.335169    1.285583    1.168212    1.015760    1.294515    0.418717    0.200818    0.621930    1.306705    0.402778    1.270134    1.315652    1.284102    1.202506    0.000000    0.041007    1.435104    0.503384    1.104237    0.301337    0.702830    1.589264    0.558282    1.936882    1.110561    1.189618    1.436846    0.607329    1.625751    0.730191    0.778807    1.658978    0.784660
 54     1.189480    2.823416    0.863703    2.292559    2.170079    1.021988    1.831062    1.880114    1.013810    2.423612    1.381017    2.571377    1.483548    0.602687    1.124272    0.651698    1.656653    2.568488    2.664848    1.085864    2.317331    0.496583    1.765852    1.932314    2.294021    1.166510    2.456122    1.310635    2.150876    0.907700    0.124126    0.537143    1.239553    0.922761    1.348288    1.066431    1.060197    0.542157    0.303330    1.245543    1.131752    0.974754    1.257375    0.383097    0.209393    0.582347    1.267075    0.365748    1.230719    1.275086    1.245998    1.163970    0.041007    0.000000    1.397137    0.462722    1.065213    0.260829    0.662496    1.550951    0.520799    1.922660    1.083013    1.173452    1.412924    0.599131    1.595370    0.719619    0.779365    1.636009    0.801445
 55     2.443126    3.304603    1.954168    2.625411    2.704917    2.253606    2.312362    2.657860    1.656388    3.242443    2.412158    2.988574    2.250262    1.913061    1.981627    1.804142    2.710242    3.212192    3.239478    2.410426    2.858219    1.893644    2.570858    2.367664    2.803902    2.236194    2.995320    2.081638    3.031113    2.180215    1.350945    0.877209    0.219143    0.496008    0.112590    0.334294    0.345882    0.856012    1.293016    0.272572    0.288830    0.621004    0.155634    1.020055    1.394965    0.821890    0.215174    1.032766    0.219198    0.346868    0.151540    0.238169    1.435104    1.397137    0.000000    1.024394    0.344262    1.144364    0.760837    0.157732    0.877011    2.431134    1.464577    1.827887    1.758945    1.638485    1.620960    1.670176    1.863585    1.938964    2.063761
 56     1.648785    3.126873    1.279645    2.539272    2.473282    1.476629    2.105482    2.244253    1.282814    2.809704    1.799095    2.851157    1.830477    1.063590    1.480627    1.075330    2.085678    2.911767    2.991187    1.548332    2.626435    0.928589    2.134289    2.196884    2.593530    1.588442    2.768183    1.650119    2.547660    1.367047    0.368786    0.179131    0.912835    0.623586    0.954363    0.720821    0.724018    0.295666    0.269361    0.827778    0.801185    0.520061    0.906490    0.291730    0.583949    0.242266    0.859794    0.262816    0.829780    0.841032    0.875151    0.786506    0.503384    0.462722    1.024394    0.000000    0.680136    0.227540    0.267307    1.167510    0.281406    1.757798    0.792949    1.023343    1.150048    0.638392    1.244568    0.701424    0.867660    1.375817    1.040479
 57     2.155410    3.211012    1.689591    2.552640    2.585739    1.968186    2.193499    2.480856    1.464226    3.066999    2.172826    2.904389    2.063671    1.605622    1.764564    1.522529    2.471777    3.077918    3.122222    2.105206    2.741382    1.561295    2.385475    2.261784    2.693171    1.984371    2.881903    1.887411    2.837900    1.884839    1.011840    0.536467    0.279739    0.245952    0.283078    0.122413    0.147791    0.531357    0.948860    0.212140    0.193393    0.334841    0.241557    0.697192    1.083436    0.484147    0.211396    0.705650    0.170011    0.287639    0.196361    0.106926    1.104237    1.065213    0.344262    0.680136    0.000000    0.808260    0.417507    0.490168    0.551122    2.173531    1.182895    1.527708    1.503835    1.297942    1.423914    1.335030    1.524427    1.701335    1.719675
 58     1.429180    2.923540    1.052146    2.352242    2.268841    1.254126    1.908303    2.024513    1.081874    2.586492    1.571712    2.654394    1.613427    0.847461    1.260495    0.847946    1.858150    2.697559    2.781359    1.339405    2.420675    0.753838    1.913539    2.003046    2.390400    1.360913    2.561867    1.434071    2.322645    1.148028    0.210618    0.276473    0.997542    0.683949    1.091137    0.817570    0.813610    0.299405    0.246175    0.985179    0.887516    0.718897    1.008985    0.170105    0.356479    0.324131    1.007761    0.139671    0.972118    1.014316    0.992853    0.908979    0.301337    0.260829    1.144364    0.227540    0.808260    0.000000    0.401744    1.296438    0.277647    1.894406    0.971265    1.144840    1.322246    0.653466    1.450662    0.749239    0.871404    1.549024    0.975150
 59     1.806142    3.103646    1.382931    2.483820    2.457086    1.624647    2.075513    2.278624    1.277112    2.857165    1.891589    2.813858    1.858755    1.234750    1.526356    1.194165    2.186610    2.920970    2.986295    1.731963    2.612501    1.154193    2.174029    2.158583    2.573076    1.689269    2.754772    1.677527    2.607999    1.527993    0.597953    0.125406    0.646021    0.367717    0.697059    0.453589    0.457355    0.193907    0.533198    0.583872    0.534561    0.346274    0.639469    0.331878    0.718435    0.096485    0.608698    0.327147    0.574962    0.613573    0.610449    0.522679    0.702830    0.662496    0.760837    0.267307    0.417507    0.401744    0.000000    0.907429    0.202270    1.932961    0.937636    1.226124    1.290209    0.901638    1.312864    0.955236    1.130709    1.508844    1.307128
 60     2.600471    3.418984    2.109876    2.734997    2.828565    2.410865    2.437190    2.796937    1.801532    3.380190    2.564106    3.100713    2.392416    2.070647    2.130482    1.961332    2.861761    3.339023    3.361295    2.568120    2.980774    2.047533    2.712053    2.488520    2.924789    2.390141    3.116523    2.225846    3.173356    2.337888    1.501517    1.026456    0.366510    0.653739    0.215266    0.491406    0.503537    1.010953    1.436815    0.368272    0.445736    0.731705    0.311879    1.175605    1.552181    0.972875    0.319860    1.187513    0.341130    0.414182    0.305702    0.387461    1.589264    1.550951    0.157732    1.167510    0.490168    1.296438    0.907429    0.000000    1.031757    2.500250    1.554169    1.926030    1.830848    1.770911    1.664064    1.796034    1.993645    1.999854    2.203605
 61     1.619939    2.914911    1.184310    2.305147    2.265855    1.435943    1.887584    2.078071    1.081069    2.655720    1.690654    2.629153    1.658518    1.058323    1.324412    0.999553    1.986297    2.724497    2.792787    1.557818    2.420856    1.016913    1.972906    1.973387    2.383101    1.489556    2.563127    1.477180    2.405855    1.344554    0.488228    0.127801    0.721309    0.406503    0.832998    0.545633    0.539692    0.021781    0.485872    0.744549    0.612178    0.547471    0.736634    0.146356    0.536413    0.107338    0.758798    0.155773    0.719870    0.788797    0.726256    0.646056    0.558282    0.520799    0.877011    0.281406    0.551122    0.277647    0.202270    1.031757    0.000000    2.036145    1.059307    1.304594    1.416749    0.890988    1.476748    0.968467    1.117392    1.640568    1.247435
 62     2.789179    4.728488    2.702832    4.215219    4.080176    2.699557    3.752198    3.743466    2.936069    4.234903    3.168916    4.488545    3.375674    2.315911    3.019766    2.501025    3.388449    4.442484    4.554449    2.579528    4.222980    1.972108    3.627047    3.854418    4.204933    2.962606    4.358686    3.212542    3.948375    2.563428    1.812963    1.916772    2.452310    2.273966    2.320341    2.279791    2.297865    2.047573    1.663384    2.158588    2.362692    1.839332    2.400481    2.033755    2.131925    1.969077    2.216276    2.000858    2.219693    2.090896    2.332948    2.258145    1.936882    1.922660    2.431134    1.757798    2.173531    1.894406    1.932961    2.500250    2.036145    0.000000    0.999888    0.752254    0.672457    1.336960    0.897080    1.210084    1.235123    0.512316    1.472572
 63     2.181192    3.890310    1.941080    3.322978    3.235399    2.042868    2.878996    2.962916    2.052276    3.504329    2.451558    3.624894    2.562894    1.617813    2.204444    1.728592    2.714140    3.649020    3.740844    2.017216    3.385818    1.337369    2.848812    2.974252    3.357841    2.236611    3.526234    2.387193    3.228759    1.912615    0.959494    0.934644    1.462633    1.274079    1.357807    1.284624    1.301647    1.068024    0.782951    1.194518    1.368680    0.852718    1.416426    1.082777    1.277413    0.981908    1.250291    1.052016    1.247197    1.140159    1.352857    1.273243    1.110561    1.083013    1.464577    0.792949    1.182895    0.971265    0.937636    1.554169    1.059307    0.999888    0.000000    0.384966    0.357605    0.654855    0.529943    0.561266    0.748187    0.582875    1.065163
 64     2.126182    3.989824    1.978547    3.465208    3.338755    2.014032    3.004462    3.019224    2.185532    3.530349    2.463803    3.743615    2.640399    1.608625    2.282292    1.771665    2.702172    3.716256    3.822278    1.934966    3.483692    1.281834    2.903087    3.105720    3.463204    2.252670    3.620871    2.473398    3.246905    1.878509    1.061694    1.191517    1.805630    1.585004    1.724208    1.619784    1.633983    1.317982    0.911346    1.561719    1.705349    1.208197    1.766730    1.289416    1.382252    1.248246    1.615895    1.256152    1.608899    1.513631    1.707618    1.624186    1.189618    1.173452    1.827887    1.023343    1.527708    1.144840    1.226124    1.926030    1.304594    0.752254    0.384966    0.000000    0.372328    0.603458    0.727394    0.475870    0.566726    0.535442    0.869518
 65     2.454088    4.232402    2.257866    3.674298    3.577841    2.329395    3.226436    3.289999    2.399939    3.820452    2.759494    3.971601    2.896468    1.911814    2.537164    2.046541    3.011456    3.980977    4.077519    2.273369    3.726941    1.604562    3.174926    3.323118    3.700964    2.545528    3.866606    2.723120    3.541084    2.195751    1.291638    1.291732    1.781828    1.616256    1.648383    1.612347    1.631259    1.425243    1.120283    1.486376    1.694302    1.169111    1.728739    1.439039    1.613958    1.337987    1.543994    1.407932    1.547236    1.419882    1.660774    1.586695    1.436846    1.412924    1.758945    1.150048    1.503835    1.322246    1.290209    1.830848    1.416749    0.672457    0.357605    0.372328    0.000000    0.908777    0.369788    0.789982    0.922970    0.226804    1.234566
 66     1.545709    3.392144    1.375176    2.884351    2.743236    1.421621    2.417926    2.416093    1.609165    2.928139    1.862339    3.152026    2.040388    1.008638    1.683456    1.168947    2.106374    3.113561    3.221220    1.370054    2.886400    0.696154    2.299900    2.521349    2.867981    1.650386    3.022574    1.875833    2.645489    1.287461    0.505747    0.814657    1.546618    1.261940    1.555685    1.353172    1.358462    0.910112    0.410190    1.410553    1.435614    1.055637    1.533509    0.821261    0.807010    0.878399    1.452668    0.788747    1.429925    1.398621    1.494178    1.404680    0.607329    0.599131    1.638485    0.638392    1.297942    0.653466    0.901638    1.770911    0.890988    1.336960    0.654855    0.603458    0.908777    0.000000    1.179620    0.127924    0.229282    1.114713    0.464543
 67     2.711078    4.371139    2.458369    3.779236    3.717152    2.571520    3.349895    3.468435    2.527099    4.018689    2.972705    4.095314    3.061777    2.145577    2.705860    2.245920    3.239384    4.147260    4.231977    2.546356    3.869831    1.866986    3.355626    3.440516    3.837776    2.757693    4.011345    2.883438    3.746124    2.441856    1.471251    1.349147    1.687835    1.585007    1.508393    1.542753    1.565382    1.479957    1.292129    1.355397    1.616976    1.099962    1.622923    1.533766    1.780296    1.381795    1.413246    1.506601    1.426666    1.274129    1.549263    1.488343    1.625751    1.595370    1.620960    1.244568    1.423914    1.450662    1.312864    1.664064    1.476748    0.897080    0.529943    0.727394    0.369788    1.179620    0.000000    1.076214    1.241328    0.391411    1.559532
 68     1.664723    3.519612    1.502987    3.008839    2.870353    1.544540    2.543407    2.543971    1.732208    3.054948    1.988774    3.278523    2.168114    1.134299    1.811000    1.296870    2.230689    3.241480    3.349077    1.483897    3.013794    0.815658    2.427767    2.646438    2.995059    1.777194    3.150115    2.003200    2.771940    1.409816    0.619739    0.880463    1.593585    1.321251    1.581726    1.399838    1.407336    0.986342    0.503064    1.430802    1.483984    1.069631    1.574293    0.912865    0.928565    0.943687    1.476258    0.879661    1.456862    1.410430    1.529915    1.440772    0.730191    0.719619    1.670176    0.701424    1.335030    0.749239    0.955236    1.796034    0.968467    1.210084    0.561266    0.475870    0.789982    0.127924    1.076214    0.000000    0.212564    0.991583    0.512023
 69     1.568628    3.508395    1.474261    3.029339    2.866335    1.467720    2.557555    2.512100    1.766348    3.000017    1.933802    3.281308    2.154776    1.081421    1.804046    1.278440    2.157412    3.211344    3.327317    1.371459    3.004971    0.737393    2.395711    2.663418    2.991287    1.727784    3.138156    1.998430    2.713789    1.331509    0.704249    1.043644    1.775276    1.491180    1.778647    1.581711    1.587291    1.136867    0.633143    1.630854    1.664412    1.272292    1.761064    1.040924    0.978843    1.107383    1.674520    1.009079    1.653139    1.614527    1.720435    1.630974    0.778807    0.779365    1.863585    0.867660    1.524427    0.871404    1.130709    1.993645    1.117392    1.235123    0.748187    0.566726    0.922970    0.229282    1.241328    0.212564    0.000000    1.102087    0.318859
 70     2.654805    4.457266    2.475715    3.901007    3.802879    2.535968    3.452615    3.510468    2.626243    4.036684    2.973515    4.197584    3.119200    2.122440    2.759824    2.265094    3.221021    4.202826    4.300850    2.467688    3.951614    1.806804    3.395125    3.549531    3.926156    2.760199    4.091052    2.946614    3.756035    2.401375    1.515466    1.514893    1.976679    1.826542    1.827086    1.813323    1.833321    1.648558    1.345448    1.667373    1.893575    1.366943    1.919673    1.665313    1.838329    1.559770    1.725454    1.634327    1.732282    1.594927    1.849516    1.779220    1.658978    1.636009    1.938964    1.375817    1.701335    1.549024    1.508844    1.999854    1.640568    0.512316    0.582875    0.535442    0.226804    1.114713    0.391411    0.991583    1.102087    0.000000    1.402642
 71     1.319484    3.345394    1.315452    2.913306    2.717536    1.244435    2.437231    2.329622    1.689366    2.784801    1.729029    3.138581    2.001621    0.906210    1.666501    1.142181    1.927118    3.025517    3.151554    1.107017    2.848510    0.555164    2.214258    2.545910    2.841766    1.534013    2.976505    1.859847    2.496620    1.110138    0.772704    1.201562    1.949223    1.646322    1.988880    1.759278    1.760675    1.268693    0.775127    1.851356    1.837414    1.505243    1.946584    1.141170    0.964942    1.263298    1.889561    1.113516    1.863188    1.847296    1.915289    1.826362    0.784660    0.801445    2.063761    1.040479    1.719675    0.975150    1.307128    2.203605    1.247435    1.472572    1.065163    0.869518    1.234566    0.464543    1.559532    0.512023    0.318859    1.402642    0.000000
;
